"","unique_titles","n_words_s_y","n_words","series","year","genre"
"2067","Freakazoid!_1995",17884,2052,"Freakazoid!","1995","Animation"
"2068","Freakazoid!_1996",5211,1523,"Freakazoid!","1996","Animation"
"2069","Freakish_2016",19549,2660,"Freakish","2016","Scripted"
"2070","Freaks and Geeks_1999",28845,6098,"Freaks and Geeks","1999","Scripted"
"2071","Freaks and Geeks_2000",67797,5549,"Freaks and Geeks","2000","Scripted"
"2072","Freakshow_2013",19947,3143,"Freakshow","2013","Reality-TV"
"2073","FreakyLinks_2000",16989,4392,"FreakyLinks","2000","Scripted"
"2074","FreakyLinks_2001",30267,3456,"FreakyLinks","2001","Scripted"
"2075","Free Agents_2009",21555,3043,"Free Agents","2009","Scripted"
"2076","Free Agents_2011",7426,3564,"Free Agents","2011","Scripted"
"2077","Frequency_2016",42990,4939,"Frequency","2016","Scripted"
"2078","Frequency_2017",18830,5013,"Frequency","2017","Scripted"
"2079","Fresh Meat_2011",39314,4595,"Fresh Meat","2011","Scripted"
"2080","Fresh Meat_2012",41422,5693,"Fresh Meat","2012","Scripted"
"2081","Fresh Meat_2013",41109,4929,"Fresh Meat","2013","Scripted"
"2082","Fresh Meat_2016",27457,5990,"Fresh Meat","2016","Scripted"
"2083","Fresh Off the Boat_2015",70374,3047,"Fresh Off the Boat","2015","Scripted"
"2084","Fresh Off the Boat_2016",65706,3038,"Fresh Off the Boat","2016","Scripted"
"2085","Fresh Off the Boat_2017",45129,4074,"Fresh Off the Boat","2017","Scripted"
"2086","Freud_1984",27837,5557,"Freud","1984","Scripted"
"2087","Friday Night Dinner_2011",17032,3047,"Friday Night Dinner","2011","Scripted"
"2088","Friday Night Dinner_2012",19786,2589,"Friday Night Dinner","2012","Scripted"
"2089","Friday Night Dinner_2014",17142,2776,"Friday Night Dinner","2014","Scripted"
"2090","Friday Night Dinner_2016",17172,2756,"Friday Night Dinner","2016","Scripted"
"2091","Friday Night Lights_2006",57060,5285,"Friday Night Lights","2006","Scripted"
"2092","Friday Night Lights_2007",118839,5874,"Friday Night Lights","2007","Scripted"
"2093","Friday Night Lights_2008",104629,6385,"Friday Night Lights","2008","Scripted"
"2094","Friday Night Lights_2009",48209,5848,"Friday Night Lights","2009","Scripted"
"2095","Friday Night Lights_2010",74319,6384,"Friday Night Lights","2010","Scripted"
"2096","Friday Night Lights_2011",33900,6119,"Friday Night Lights","2011","Scripted"
"2097","Friday the 13th: The Series_1987",36450,4047,"Friday the 13th: The Series","1987","Scripted"
"2098","Friday the 13th: The Series_1988",91861,4237,"Friday the 13th: The Series","1988","Scripted"
"2099","Friday the 13th: The Series_1989",89967,3751,"Friday the 13th: The Series","1989","Scripted"
"2100","Friday the 13th: The Series_1990",39000,3042,"Friday the 13th: The Series","1990","Scripted"
"2101","Friends from College_2017",24621,4317,"Friends from College","2017","Scripted"
"2102","Friends with Benefits_2011",36129,3235,"Friends with Benefits","2011","Scripted"
"2103","Friends with Better Lives_2014",38432,2875,"Friends with Better Lives","2014","Scripted"
"2104","Friends_1994",23016,2957,"Friends","1994","Scripted"
"2105","Friends_1995",50942,2522,"Friends","1995","Scripted"
"2106","Friends_1996",66450,4762,"Friends","1996","Scripted"
"2107","Friends_1997",60844,2570,"Friends","1997","Scripted"
"2108","Friends_1998",52890,2117,"Friends","1998","Scripted"
"2109","Friends_1999",63341,2434,"Friends","1999","Scripted"
"2110","Friends_2000",69783,5058,"Friends","2000","Scripted"
"2111","Friends_2001",68792,2880,"Friends","2001","Scripted"
"2112","Friends_2002",66975,2610,"Friends","2002","Scripted"
"2113","Friends_2003",65228,3174,"Friends","2003","Scripted"
"2114","Friends_2004",28209,5371,"Friends","2004","Scripted"
"2115","Fringe_2008",50154,5417,"Fringe","2008","Scripted"
"2116","Fringe_2009",89234,5109,"Fringe","2009","Scripted"
"2117","Fringe_2010",88563,4121,"Fringe","2010","Scripted"
"2118","Fringe_2011",82558,4694,"Fringe","2011","Scripted"
"2119","Fringe_2012",97059,3293,"Fringe","2012","Scripted"
"2120","Fringe_2013",8657,2921,"Fringe","2013","Scripted"
"2121","From Darkness_2015",16563,3885,"From Darkness","2015","Scripted"
"2122","From Dusk Till Dawn: The Series_2014",43451,4922,"From Dusk Till Dawn: The Series","2014","Scripted"
"2123","From Dusk Till Dawn: The Series_2015",35320,4073,"From Dusk Till Dawn: The Series","2015","Scripted"
"2124","From Dusk Till Dawn: The Series_2016",32324,2743,"From Dusk Till Dawn: The Series","2016","Scripted"
"2125","From Here on OUT_2014",9283,2293,"From Here on OUT","2014","Scripted"
"2126","From There to Here_2014",20770,6642,"From There to Here","2014","Scripted"
"2127","Frontier_2016",25184,4637,"Frontier","2016","Scripted"
"2128","Frontline_1985",3339,3339,"Frontline","1985","Documentary"
"2129","Frontline_1994",13206,13206,"Frontline","1994","Documentary"
"2130","Frontline_2004",13715,13715,"Frontline","2004","Documentary"
"2131","Frontline_2009",8109,8109,"Frontline","2009","Documentary"
"2132","Frontline_2010",15581,7382,"Frontline","2010","Documentary"
"2133","Frontline_2012",35939,15310,"Frontline","2012","Documentary"
"2134","Frontline_2014",46045,9688,"Frontline","2014","Documentary"
"2135","Frontline_2016",13160,7878,"Frontline","2016","Documentary"
"2136","Frontline_2017",7254,7254,"Frontline","2017","Documentary"
"2137","Frozen Planet_2011",30129,3781,"Frozen Planet","2011","Documentary"
"2138","Fry's Planet Word_2011",43792,7794,"Fry's Planet Word","2011","Documentary"
"2139","Full Circle with Michael Palin_1997",23538,3762,"Full Circle with Michael Palin","1997","Documentary"
"2140","Full Circle_2015",33651,2652,"Full Circle","2015","Scripted"
"2141","Full Circle_2016",2776,2776,"Full Circle","2016","Scripted"
"2142","Full House_1987",33417,2651,"Full House","1987","Scripted"
"2143","Full House_1988",50341,2576,"Full House","1988","Scripted"
"2144","Full House_1989",67668,2518,"Full House","1989","Scripted"
"2145","Full House_1990",65953,2383,"Full House","1990","Scripted"
"2146","Full House_1991",74842,2728,"Full House","1991","Scripted"
"2147","Full House_1992",35941,3327,"Full House","1992","Scripted"
"2148","Fuller House_2016",48924,3814,"Fuller House","2016","Scripted"
"2149","Funland_2005",27071,2735,"Funland","2005","Scripted"
"2150","Funny or Die Presents..._2010",29789,2985,"Funny or Die Presents...","2010","Scripted"
"2151","Futurama_1999",37899,2525,"Futurama","1999","Animation"
"2152","Futurama_2000",31810,2035,"Futurama","2000","Animation"
"2153","Futurama_2001",29233,1971,"Futurama","2001","Animation"
"2154","Futurama_2002",30693,1948,"Futurama","2002","Animation"
"2155","Futurama_2003",28447,2702,"Futurama","2003","Animation"
"2156","Futurama_2010",29973,2302,"Futurama","2010","Animation"
"2157","Futurama_2011",30812,2430,"Futurama","2011","Animation"
"2158","Futurama_2012",30703,2224,"Futurama","2012","Animation"
"2159","Futurama_2013",30700,2052,"Futurama","2013","Animation"
"2160","Future of Food_2009",24420,7542,"Future of Food","2009","Documentary"
"2161","GCB_2012",63372,5953,"GCB","2012","Scripted"
"2162","GLOW_2017",38369,3938,"GLOW","2017","Scripted"
"2163","Galactica 1980_1980",53987,4964,"Galactica 1980","1980","Scripted"
"2164","Galapagos 3D_2013",11975,4145,"Galapagos 3D","2013","Documentary"
"2165","Galavant_2015",23083,3015,"Galavant","2015","Scripted"
"2166","Galavant_2016",28210,3119,"Galavant","2016","Scripted"
"2167","Gallipoli_2015",22837,3118,"Gallipoli","2015","Scripted"
"2168","Galápagos_2006",8320,2490,"Galápagos","2006","Documentary"
"2169","Game of Silence_2016",53606,5626,"Game of Silence","2016","Scripted"
"2170","Game of Thrones_2011",41422,3986,"Game of Thrones","2011","Scripted"
"2171","Game of Thrones_2012",52670,5804,"Game of Thrones","2012","Scripted"
"2172","Game of Thrones_2013",48949,5093,"Game of Thrones","2013","Scripted"
"2173","Game of Thrones_2014",44156,5257,"Game of Thrones","2014","Scripted"
"2174","Game of Thrones_2015",40801,4479,"Game of Thrones","2015","Scripted"
"2175","Game of Thrones_2016",36916,2839,"Game of Thrones","2016","Scripted"
"2176","Game of Thrones_2017",27642,4354,"Game of Thrones","2017","Scripted"
"2177","Gang Related_2014",53216,4452,"Gang Related","2014","Scripted"
"2178","Gangland Undercover_2015",26034,4375,"Gangland Undercover","2015","Scripted"
"2179","Gangland Undercover_2016",11523,4044,"Gangland Undercover","2016","Scripted"
"2180","Gangland_2007",5518,5518,"Gangland","2007","Scripted"
"2181","Gangland_2008",5968,5968,"Gangland","2008","Scripted"
"2182","Gap Year_2017",23446,5538,"Gap Year","2017","Scripted"
"2183","Garfunkel and Oates_2014",29035,3531,"Garfunkel and Oates","2014","Scripted"
"2184","Gargoyles_1994",5522,1268,"Gargoyles","1994","Animation"
"2185","Gargoyles_1995",47928,1782,"Gargoyles","1995","Animation"
"2186","Gargoyles_1996",1900,1900,"Gargoyles","1996","Animation"
"2187","Garrow's Law_2009",24951,6743,"Garrow's Law","2009","Scripted"
"2188","Garrow's Law_2010",25159,6001,"Garrow's Law","2010","Scripted"
"2189","Garrow's Law_2011",22480,6224,"Garrow's Law","2011","Scripted"
"2190","Garth Marenghi's Darkplace_2004",14981,2557,"Garth Marenghi's Darkplace","2004","Scripted"
"2191","Gary Unmarried_2008",39296,3268,"Gary Unmarried","2008","Scripted"
"2192","Gary Unmarried_2009",72440,3640,"Gary Unmarried","2009","Scripted"
"2193","Gary Unmarried_2010",23402,4040,"Gary Unmarried","2010","Scripted"
"2194","Gates_2012",5811,3395,"Gates","2012","Scripted"
"2195","Gavin & Stacey_2007",22380,3348,"Gavin & Stacey","2007","Scripted"
"2196","Gavin & Stacey_2008",4210,4210,"Gavin & Stacey","2008","Scripted"
"2197","Gaycation_2016",42905,7975,"Gaycation","2016","Documentary"
"2198","Generation Kill_2008",48209,6313,"Generation Kill","2008","Scripted"
"2199","Generator Rex_2010",41129,2351,"Generator Rex","2010","Animation"
"2200","Generator Rex_2011",26296,1883,"Generator Rex","2011","Animation"
"2201","Genius by Stephen Hawking_2016",27061,7183,"Genius by Stephen Hawking","2016","Documentary"
"2202","Genius of the Ancient World_2015",14177,7078,"Genius of the Ancient World","2015","Documentary"
"2203","Genius_2017",53677,5225,"Genius","2017","Scripted"
"2204","Geordie Shore_2011",13280,6411,"Geordie Shore","2011","Reality-TV"
"2205","Geordie Shore_2012",50591,6494,"Geordie Shore","2012","Reality-TV"
"2206","Geordie Shore_2013",49354,5347,"Geordie Shore","2013","Reality-TV"
"2207","Get Shorty_2017",18943,6770,"Get Shorty","2017","Scripted"
"2208","Get Smart_1965",43722,2727,"Get Smart","1965","Scripted"
"2209","Get Smart_1966",91380,2787,"Get Smart","1966","Scripted"
"2210","Get Smart_1967",78670,2643,"Get Smart","1967","Scripted"
"2211","Get Smart_1968",80193,2413,"Get Smart","1968","Scripted"
"2212","Get Smart_1969",74555,3747,"Get Smart","1969","Scripted"
"2213","Get Smart_1970",38385,3973,"Get Smart","1970","Scripted"
"2214","Getting On_2013",26619,4700,"Getting On","2013","Scripted"
"2215","Getting On_2014",21805,4292,"Getting On","2014","Scripted"
"2216","Getting On_2015",22294,4413,"Getting On","2015","Scripted"
"2217","Ghost Whisperer_2005",51647,4432,"Ghost Whisperer","2005","Scripted"
"2218","Ghost Whisperer_2006",103954,5962,"Ghost Whisperer","2006","Scripted"
"2219","Ghost Whisperer_2007",104378,5469,"Ghost Whisperer","2007","Scripted"
"2220","Ghost Whisperer_2008",98397,5233,"Ghost Whisperer","2008","Scripted"
"2221","Ghost Whisperer_2009",131601,5398,"Ghost Whisperer","2009","Scripted"
"2222","Ghost Whisperer_2010",71760,5937,"Ghost Whisperer","2010","Scripted"
"2223","Ghostfacers_2010",3245,361,"Ghostfacers","2010","Scripted"
"2224","Gigi Does It_2015",28414,3267,"Gigi Does It","2015","Scripted"
"2225","Gilmore Girls: A Year in the Life_2016",57411,13959,"Gilmore Girls: A Year in the Life","2016","Scripted"
"2226","Gilmore Girls_2000",62085,5843,"Gilmore Girls","2000","Scripted"
"2227","Gilmore Girls_2001",144208,6371,"Gilmore Girls","2001","Scripted"
"2228","Gilmore Girls_2002",162649,7667,"Gilmore Girls","2002","Scripted"
"2229","Gilmore Girls_2003",175695,8171,"Gilmore Girls","2003","Scripted"
"2230","Gilmore Girls_2004",176184,8201,"Gilmore Girls","2004","Scripted"
"2231","Gilmore Girls_2005",162804,8134,"Gilmore Girls","2005","Scripted"
"2232","Gilmore Girls_2006",165047,7282,"Gilmore Girls","2006","Scripted"
"2233","Gilmore Girls_2007",70595,7475,"Gilmore Girls","2007","Scripted"
"2234","Girl Meets World_2014",26515,2972,"Girl Meets World","2014","Scripted"
"2235","Girl Meets World_2015",81305,3094,"Girl Meets World","2015","Scripted"
"2236","Girl Meets World_2016",18093,2927,"Girl Meets World","2016","Scripted"
"2237","Girl Meets World_2017",13135,3110,"Girl Meets World","2017","Scripted"
"2238","Girl/Girl Scene_2010",8371,2310,"Girl/Girl Scene","2010","Scripted"
"2239","Girl/Girl Scene_2011",2253,2253,"Girl/Girl Scene","2011","Scripted"
"2240","Girlboss_2017",35982,2978,"Girlboss","2017","Scripted"
"2241","Girlfriends' Guide to Divorce_2014",28937,6337,"Girlfriends' Guide to Divorce","2014","Scripted"
"2242","Girlfriends' Guide to Divorce_2015",80207,5592,"Girlfriends' Guide to Divorce","2015","Scripted"
"2243","Girlfriends' Guide to Divorce_2016",29596,6247,"Girlfriends' Guide to Divorce","2016","Scripted"
"2244","Girlfriends' Guide to Divorce_2017",6033,6033,"Girlfriends' Guide to Divorce","2017","Scripted"
"2245","Girls_2012",36903,4635,"Girls","2012","Scripted"
"2246","Girls_2013",41380,4413,"Girls","2013","Scripted"
"2247","Girls_2014",52398,5075,"Girls","2014","Scripted"
"2248","Girls_2015",42377,4196,"Girls","2015","Scripted"
"2249","Girls_2016",39618,4064,"Girls","2016","Scripted"
"2250","Girls_2017",43602,5995,"Girls","2017","Scripted"
"2251","Glee_2009",75356,5930,"Glee","2009","Scripted"
"2252","Glee_2010",112496,5815,"Glee","2010","Scripted"
"2253","Glee_2011",132376,6448,"Glee","2011","Scripted"
"2254","Glee_2012",142952,7272,"Glee","2012","Scripted"
"2255","Glee_2013",121274,7171,"Glee","2013","Scripted"
"2256","Glee_2014",76780,6648,"Glee","2014","Scripted"
"2257","Glee_2015",75915,6739,"Glee","2015","Scripted"
"2258","Glitch_2015",22031,3887,"Glitch","2015","Scripted"
"2259","Glory Daze_2010",41610,5954,"Glory Daze","2010","Scripted"
"2260","Glory Daze_2011",10657,5297,"Glory Daze","2011","Scripted"
"2261","Glue_2014",31787,3704,"Glue","2014","Scripted"
"2262","Go On_2012",37876,3297,"Go On","2012","Scripted"
"2263","Go On_2013",39837,3539,"Go On","2013","Scripted"
"2264","God, the Devil and Bob_2000",5717,2903,"God, the Devil and Bob","2000","Animation"
"2265","Going Postal_2010",14157,6953,"Going Postal","2010","Scripted"
"2266","Going Tribal_2005",28160,5652,"Going Tribal","2005","Documentary"
"2267","Gold Rush: Alaska_2010",14471,4976,"Gold Rush: Alaska","2010","Reality-TV"
"2268","Gold Rush: Alaska_2011",38789,5098,"Gold Rush: Alaska","2011","Reality-TV"
"2269","Gold Rush: Alaska_2014",4923,4923,"Gold Rush: Alaska","2014","Reality-TV"
"2270","Gold Rush: Alaska_2015",42612,8760,"Gold Rush: Alaska","2015","Reality-TV"
"2271","Gold Rush: Alaska_2016",116170,4081,"Gold Rush: Alaska","2016","Reality-TV"
"2272","Gold Rush: Alaska_2017",54054,4441,"Gold Rush: Alaska","2017","Reality-TV"
"2273","Gold Rush: Parker's Trail_2017",10206,5276,"Gold Rush: Parker's Trail","2017","Reality-TV"
"2274","Golden Boy_2013",68474,5841,"Golden Boy","2013","Scripted"
"2275","Golden Years_1991",28761,4316,"Golden Years","1991","Scripted"
"2276","Goliath_2016",47703,7079,"Goliath","2016","Scripted"
"2277","Good Behavior_2016",32052,4404,"Good Behavior","2016","Scripted"
"2278","Good Behavior_2017",9135,4227,"Good Behavior","2017","Scripted"
"2279","Good Cop_2012",18516,3675,"Good Cop","2012","Scripted"
"2280","Good Luck Charlie_2010",49262,2622,"Good Luck Charlie","2010","Scripted"
"2281","Good Luck Charlie_2011",21704,2670,"Good Luck Charlie","2011","Scripted"
"2282","Good Luck Charlie_2012",8522,2602,"Good Luck Charlie","2012","Scripted"
"2283","Good Luck Charlie_2013",12394,6084,"Good Luck Charlie","2013","Scripted"
"2284","Good Luck Charlie_2014",2860,2860,"Good Luck Charlie","2014","Scripted"
"2285","Good Witch_2015",42811,4523,"Good Witch","2015","Scripted"
"2286","Good Witch_2016",49793,5257,"Good Witch","2016","Scripted"
"2287","Good Witch_2017",35099,6113,"Good Witch","2017","Scripted"
"2288","Goosebumps_1995",16870,2150,"Goosebumps","1995","Scripted"
"2289","Goosebumps_1996",52118,3804,"Goosebumps","1996","Scripted"
"2290","Goosebumps_1997",41234,1787,"Goosebumps","1997","Scripted"
"2291","Goosebumps_1998",27959,1706,"Goosebumps","1998","Scripted"
"2292","Gormenghast_2000",18030,4393,"Gormenghast","2000","Scripted"
"2293","Gossip Girl_2007",60617,6240,"Gossip Girl","2007","Scripted"
"2294","Gossip Girl_2008",116830,5164,"Gossip Girl","2008","Scripted"
"2295","Gossip Girl_2009",139783,5392,"Gossip Girl","2009","Scripted"
"2296","Gossip Girl_2010",123285,5801,"Gossip Girl","2010","Scripted"
"2297","Gossip Girl_2011",128281,6364,"Gossip Girl","2011","Scripted"
"2298","Gossip Girl_2012",150460,5906,"Gossip Girl","2012","Scripted"
"2299","Gotham_2014",45539,4312,"Gotham","2014","Scripted"
"2300","Gotham_2015",93185,3638,"Gotham","2015","Scripted"
"2301","Gotham_2016",93746,4699,"Gotham","2016","Scripted"
"2302","Gotham_2017",46644,4347,"Gotham","2017","Scripted"
"2303","Grace and Frankie_2015",46295,3795,"Grace and Frankie","2015","Scripted"
"2304","Grace and Frankie_2016",51462,4122,"Grace and Frankie","2016","Scripted"
"2305","Grace and Frankie_2017",52116,4446,"Grace and Frankie","2017","Scripted"
"2306","Graceland_2013",68503,5090,"Graceland","2013","Scripted"
"2307","Graceland_2014",62066,4947,"Graceland","2014","Scripted"
"2308","Graceland_2015",64701,4484,"Graceland","2015","Scripted"
"2309","Gracepoint_2014",47070,3932,"Gracepoint","2014","Scripted"
"2310","Grand Tours of Scotland_2011",8185,4215,"Grand Tours of Scotland","2011","Documentary"
"2311","Grand Tours of Scotland_2012",4034,4034,"Grand Tours of Scotland","2012","Documentary"
"2312","Grand Tours of the Scottish Islands_2013",13665,1172,"Grand Tours of the Scottish Islands","2013","Documentary"
"2313","Grand Tours of the Scottish Islands_2014",24504,4161,"Grand Tours of the Scottish Islands","2014","Documentary"
"2314","Grand Tours of the Scottish Islands_2015",24853,4328,"Grand Tours of the Scottish Islands","2015","Documentary"
